time,"Trace Velocity, Target, Actual (mph)(1)",EngSpd,EngTrq,BSFC,FuelEconomy,FuelVolFlw,TP HC Mass (g/km),TP CO Mass (g/km),TP NOx Mass (g/km),TP CO2 Mass (g/km)
1616,67.97800843076433,2862.815630632463,101.8797583073244,281.79663597894285,8.942071512313857,3.261592222310507e-06,0.010897312720088806,0.05551390906464471,0.04198513434056941,0
1617,68.66151674222539,2889.455094717703,110.28734793773424,290.65226311274114,8.946551452021007,3.671163393923024e-06,0.010900378524357076,0.05552946743656635,0.042023892221421305,0
1618,69.4071621729102,2920.425391879226,116.51886735960653,294.69002904345206,8.952831219391976,3.944822064241211e-06,0.01090457326541895,0.05555093851565707,0.042069760318607916,0
1619,70.21494472281873,2954.2931319323006,121.51655717725481,294.0930091011239,8.960153104613108,4.144056311454783e-06,0.010909637374828331,0.05557683069451701,0.04212105840025972,0
1620,70.8984530342798,2987.0506596273913,118.85209025487381,296.93511624237385,8.96766830743706,4.081933550083182e-06,0.010914811795790269,0.055603298824099125,0.04217337357666514,0
1621,71.51982422651713,3015.711312763995,114.670704708756,297.8023410603085,8.97455582268307,4.00142344750794e-06,0.010919278532294857,0.055626220238388105,0.0422219162325972,0
1622,72.016921180307,3040.1054353812133,108.97018613099043,293.6029638953024,8.980382667888088,3.7682180886369024e-06,0.01092300752591105,0.055645285104627774,0.04226629010019088,0
1623,72.38974389564939,3059.0276432922533,101.97942114403611,289.4632572117132,8.984637408776532,3.4938811898844595e-06,0.010925682950331183,0.05565882128413311,0.042304509425021654,0
1624,72.51401813409686,3069.7570303391576,89.53759765752068,281.8077606288924,8.986556033165918,2.957340265798175e-06,0.010926695438112453,0.05566378346103159,0.04233296645714269,0
1625,72.45188101487312,3070.962384520077,76.99048468920901,280.8804153612934,8.985602184468874,2.5228400872286943e-06,0.010925529173599582,0.05565771450793829,0.04234867820671719,0
1626,72.2033325379782,3064.054746813576,65.50629544167167,295.5907537562245,8.982849650804113,2.2412871351736965e-06,0.01092245854861729,0.05564193295234629,0.04235303738207698,0
1627,71.58196134574086,3045.2782103931986,46.027112922063324,342.34964391227834,8.97796188222432,1.7222599637201507e-06,0.010916759772185345,0.05561271979449778,0.04234161271560238,0
1628,70.71204167660859,3013.353708861881,27.808880190677662,462.9747913503688,8.970543360812984,1.2939263986959496e-06,0.010907924182133601,0.055567549214907794,0.04231138501487063,0
1629,69.5935735305814,2971.0588705648925,11.855044659088957,1732.2724854236396,8.960679930429126,6.863866462554673e-07,0.010896041457333354,0.055506955398543015,0.042263966779178305,0
1630,68.41296826533046,2922.4323194005,3.4037392282797447,2593.2880483392437,8.948335688140721,3.690651995769964e-07,0.010881076814565073,0.05543073609392498,0.042200830215082856,0
1631,67.29450011930327,2873.7492936157455,3.3142949887484177,2460.874637367919,8.935650942636116,4.1235696735479783e-07,0.01086568353234949,0.055352349259425185,0.042135220629371535,0
1632,66.48671756939473,2832.4318049080402,15.438076166106388,684.7218604690931,8.925067718546178,1.012965285523749e-06,0.010852893239236827,0.05528714975521854,0.042081902222635144,0
1633,65.92748349638113,2802.5272165411106,30.19018230031329,405.45268628213756,8.917364522146329,1.3476914165475397e-06,0.010843670619735733,0.0552400533989514,0.04204652313993926,0
1634,65.74107213870992,2785.431990217926,49.08488033670952,315.3068432434225,8.911787560710755,1.7723034546709469e-06,0.010837070628768366,0.055206345432834716,0.0420261500564089,0
1635,65.67893501948619,2779.15491957582,61.35214557719315,294.5604754987582,8.908091243877166,1.99512096384624e-06,0.010832791449889358,0.05518446601670275,0.04201925710723089,0
1636,65.67893501948619,2777.549187815704,66.6450315721853,288.8232033411833,8.905235312864628,2.092048270072231e-06,0.010829543902348951,0.055167871336853774,0.042018363944720014,0
1637,65.61679790026245,2776.340068943812,65.56591928809878,291.56180169401676,8.902510590287354,2.043988506707767e-06,0.010826456411927974,0.05515209791007904,0.04201834660513677,0
1638,65.43038654259126,2771.5372631972555,59.40764745877839,300.4439148240805,8.899234008382475,1.8920521756701965e-06,0.010822690417685535,0.05513284408421211,0.04201421824295395,0
1639,65.18183806569633,2762.6536745351277,54.05187809064841,312.508949958278,8.895261123951917,1.779259793947656e-06,0.010818064559831057,0.05510920018255006,0.04200487303113033,0
1640,64.87115246957765,2750.951745678023,49.86907096999719,322.516313196003,8.89080192056639,1.6828297817300384e-06,0.01081283416874559,0.05508248765557396,0.04199179378944882,0
1641,64.62260399268273,2738.903706681431,50.510889090082756,318.308020172499,8.88622696243463,1.7103846150359053e-06,0.010807457350230448,0.05505503752550076,0.041977659310702825,0
1642,64.49832975423526,2730.3347176492503,56.13920171068845,302.711275073575,8.882169680612051,1.8392385230599568e-06,0.010802718768550192,0.055030836223575456,0.041967107509940045,0
1643,64.56046687345899,2728.070761866084,65.79621596605057,288.1932837759377,8.879101277234914,2.0569929306206396e-06,0.010799197160761175,0.05501285173161963,0.041963622673314376,0
1644,64.87115246957765,2734.8095683948154,79.48801660691204,273.60404844419406,8.877486777133893,2.390047726789515e-06,0.010797439342112785,0.05500390690925516,0.04197054271534142,0
1645,65.3061123041438,2749.9194533007308,90.2719615099171,272.14170602166143,8.877585379344643,2.6849381748877504e-06,0.01079746418684597,0.055003921931141196,0.04198788779302049,0
1646,65.92748349638113,2772.0318165737212,101.16609772156481,277.34384595701766,8.879389119801639,3.1080695193533898e-06,0.010798990321389255,0.05501146865917898,0.04201410234781819,0
1647,66.6109918078422,2799.8797207881294,108.6145241390288,284.7911702401839,8.883176433168826,3.425865558206363e-06,0.010801818102883038,0.055025769804255276,0.04204837110797382,0
1648,67.41877435775073,2832.0515476519377,116.08976010767023,291.3313444756987,8.88858882837383,3.787539479991391e-06,0.0108056522798468,0.05504533564188556,0.042089017640870315,0
1649,68.288694026883,2868.415009169842,122.39416422032299,291.3913643932224,8.895379104243878,4.023440894364316e-06,0.010810564432709351,0.05507039850586687,0.042136340885609726,0
1650,69.15861369601525,2906.499517226887,125.115777046349,291.8035430084728,8.902910870672534,4.149518462709564e-06,0.010816123193954617,0.0550987301228,0.04218780690205131,0
1651,70.02853336514754,2944.676171810658,126.36964271488588,292.26225463185057,8.910799217434574,4.247677753304469e-06,0.010821970856334852,0.05512853556960836,0.0422413595449521,0
1652,70.77417879583233,2980.2304960891042,122.44856015369292,295.16048094738784,8.918535919794092,4.168499033034254e-06,0.010827590463388315,0.05515722022247915,0.04229399638936639,0
1653,71.4576871072934,3011.6129576157496,118.32085629578194,297.66233906653815,8.925694034283044,4.118156762637469e-06,0.010832526062056654,0.0551824926468793,0.04234302937996988,0
1654,72.07905829953073,3040.073489061574,115.33589298087111,298.5851671230644,8.932451878589127,4.070537971846493e-06,0.010837008758121516,0.055205490166873546,0.04238972678632947,0
1655,72.5761552533206,3064.4506268074233,109.77655038115392,294.8094289734493,8.93830841310804,3.842230451614725e-06,0.010840845727337503,0.05522511913257002,0.042432796224532596,0
1656,73.07325220711046,3086.016457664051,108.03749958564751,294.95897449912076,8.943402414216356,3.846867126593699e-06,0.01084415827318123,0.05524199619370559,0.04247290093846612,0
1657,73.57034916090035,3107.549465331619,108.82326306191105,296.0237517011371,8.94864891893689,3.919447072665601e-06,0.010847558754676394,0.05525932979331979,0.04251371208059826,0
1658,74.06744611469021,3129.171065463523,109.65442112001756,296.9301570824101,8.954143623916236,3.987258586071486e-06,0.010851117806475054,0.05527748749069572,0.04255565027612917,0
1659,74.56454306848008,3150.7982854123507,110.41390711606725,297.7119108451403,8.959859115908884,4.05217151452057e-06,0.010854821401304712,0.055296394218782005,0.04259862826530613,0
1660,75.06164002226994,3172.4236152568783,111.1745894628166,298.3966399359053,8.965786972723809,4.116539991051028e-06,0.010858668566869373,0.0553160431867709,0.04264263690279463,0
1661,75.5587369760598,3194.049600959498,111.94360811291106,298.98334090483183,8.971923476438176,4.180400288835032e-06,0.010862661716132739,0.05533644524830188,0.042687687289923074,0
1662,75.99369681062593,3214.247178116777,109.98097638664979,298.82279111063366,8.977925309475312,4.111745931819082e-06,0.01086654031113773,0.055356247554164996,0.04273221463602021,0
1663,76.4907937644158,3234.507761430823,112.2271519905076,299.7284243041362,8.984013426661884,4.273159522067825e-06,0.010870476013244687,0.05537634107385051,0.04277723072984821,0
1664,76.92575359898193,3254.730664966685,111.48943238104721,299.87926711567223,8.990371203810975,4.235077231270128e-06,0.010874614610185516,0.055397480426515835,0.04282360840329869,0
1665,77.29857631432434,3272.1143039931303,108.19874000463014,300.1575623063792,8.996186523628634,4.133596686529312e-06,0.010878299734805273,0.055416270942318324,0.04286741890286348,0
1666,77.67139902966673,3288.1445415201397,107.67194518711256,300.6220001155863,9.0017109433074,4.162140131528247e-06,0.01088172768549721,0.05543373158935868,0.04290980916917802,0
1667,77.91994750656167,3301.325874359447,102.78907254603044,301.4489862756334,9.00673435892396,3.960817116439003e-06,0.010884712367404022,0.055448905505967185,0.04294965615385691,0
1668,78.1684959834566,3311.8481291215835,100.94913998240698,302.0276872900887,9.011071943786014,3.950803867980715e-06,0.010887092222285722,0.05546096255721799,0.04298596579204921,0
