time,"Trace Velocity, Target, Actual (kmph)(1)",EngSpd,MotSpd, GenSpd ,EngTrq, MotTrq,GenTrq,Battery Current,Battery SOC,L/100km,TP HC Mass (g/km),TP CO Mass (g/km),TP NOx Mass (g/km),TP CO2 Mass (g/km),fuel(g/s),Battery power,<BattPwrLoss>
358,28.0,-1.0708819771896707,2293.4609338489477,-706.4534555576633,-1.6799907540840087e-115,3.2960040300953724,-1.009622167860573,7.164873888881312,60.27878484151032,0.2060679116036528,0.0010353799052982974,0.0053741777852842005,0.0040479480315471885,0,0.0,1003.8896189417126,1.6226848745706481
359,26.9,-2.0816253363000348,2216.5962567523275,-685.0442299442504,-1.1313940788979155e-117,-7.158710236379494,-0.8792243334895558,-9.816771055921361,60.30475765197887,0.2060679116036528,0.001032222856006111,0.005357791003885128,0.004035605150057594,0,0.0,-1380.7898623892713,3.046096107742389
360,25.0,-3.1614060833437643,2079.303232923256,-645.2326172326524,-7.619667533557643e-120,-15.819364218113867,-0.7366591075203005,-21.196923776983986,60.38751994623188,0.2060679116036528,0.0010292559755939272,0.0053423913011082435,0.004024005757735145,0,0.0,-2989.5569981491067,14.200953457658079
361,23.2,-3.482031888483854,1940.4093493149235,-603.2843188582042,-5.131484628519997e-122,-15.458139252348072,-0.6757493358623474,-19.398193113103684,60.472643548682484,0.2060679116036528,0.0010265158409336892,0.005328168530563458,0.004013292856463521,0,0.0,-2735.1932270198195,11.892110898353646
362,21.9,-3.262701595386303,1830.5850366864754,-569.0909004211985,-3.455811474289145e-124,-10.635186794638049,-0.6706399302658972,-12.408412133839802,60.531669270119394,0.2060679116036528,0.0010239651186552384,0.005314928912008827,0.004003320486734069,0,0.0,-1747.0652359049968,4.865687811906913
363,21.1,-2.846949275516328,1754.8676107500917,-544.943380506632,-2.3273250940776885e-126,-5.389008859522235,-0.6861520370115809,-5.823125964765505,60.562193822837386,0.2060679116036528,0.0010215449428686938,0.005302366899860462,0.0039938585049426436,0,0.0,-818.7119287555984,1.0715476369866108
364,20.7,-2.3901122525076213,1709.2206799631058,-529.939088924089,-1.5673430491858303e-128,-0.9007049797450833,-0.7084790445735574,-0.6498213318178158,60.56956874842072,0.2060679116036528,0.0010192032476243056,0.005290212243875835,0.003984703352706737,0,0.0,-91.25770389218522,0.013343936629096699
365,20.7,-1.818112379168667,1693.3759821673973,-523.8346349448246,-1.0555311933353536e-130,4.531730801238798,-0.7511986578240761,6.971390764584335,60.552089623324626,0.2060679116036528,0.0010168945191370506,0.0052782287030663545,0.003975677088156365,0,0.0,977.3176501206482,1.5358265585315094
366,20.8,-1.4051787956924557,1697.3451855631442,-524.1590613995735,-7.108501873171333e-133,6.560780530076094,-0.7739543845324084,9.955481466485866,60.51428702782138,0.2060679116036528,0.0010145906877520494,0.005266270580847682,0.0039666699694435046,0,0.0,1394.6197974612244,3.132157511347075
367,21.2,-0.8491615565945648,1724.404714461378,-531.2619002972581,-4.7872388044932167e-135,10.663627453244908,-0.82346530956043,16.195069709629763,60.4554529029855,0.2060679116036528,0.0010122697033793653,0.005254223425410493,0.0039575957889667725,0,0.0,2265.25629334241,8.2891346242628
368,22.1,0.018233300848102495,1791.1880099861596,-549.8859533559997,-3.223978241848777e-137,17.41840054143306,-0.9150529471500637,27.166802602961322,60.35781280479762,0.2060679116036528,0.001009887969967261,0.0052418609498319155,0.003948284102475793,0,1.3861612673759455e-300,3789.800126049201,23.327126666408258
369,23.5,1.0332572562643172,1903.0616932664059,-582.0340117776736,-2.1711964095375118e-139,24.18210786432788,-1.0284396336224821,39.74706574754823,60.20945707928639,0.2060679116036528,0.0010073918108107626,0.005228904543184712,0.003938525054137816,0,6.066194478582715e-304,5527.42447811777,49.94086807312843
370,24.3,0.8908889005107719,1990.7371724964214,-609.2621108441917,-1.4621977864482472e-141,16.27779098703602,-1.0011747748026927,28.005590242836664,60.069447215504944,0.2060679116036528,0.0010047884356556378,0.005215391627921594,0.003928346831361193,0,0.0,3903.9652429997354,24.796687374060113
371,24.5,0.23313242956897312,2019.8474078997433,-619.6244095654876,-9.847208466734565e-144,7.478294562949921,-0.9320040641900801,13.322017721802585,59.988833111252426,0.2060679116036528,0.0010021444409151917,0.005201667875194888,0.003918009801204202,0,0.0,1862.9668582894526,5.610960961576403
372,23.8,-0.9257350238129365,1971.9197434235743,-607.4194792245544,-6.631627778815617e-146,-4.117074961339754,-0.8019089012762015,-4.916318085987893,59.98738782494779,0.2060679116036528,0.0009995412023548161,0.0051881556689318785,0.003907832112461939,0,0.0,-690.3361729849083,0.7641393034061434
373,21.3,-3.0220218429681918,1796.9480880243243,-558.2427602706598,-4.46639685118319e-148,-22.75279777836539,-0.5511456610200143,-26.486113045849486,60.08770658200022,0.2060679116036528,0.0009971226158532825,0.0051756019060262845,0.0038983763441802575,0,0.0,-3737.908512461134,22.178545678078223
374,17.7,-4.837917095586258,1539.7394752889256,-483.2098525520239,-3.008016542902876e-150,-35.28653265319355,-0.31918437989822557,-35.11258599619998,60.238112390494656,0.2060679116036528,0.0009950405724529574,0.00516479498256489,0.0038902363335031973,0,0.0,-4966.279298684685,38.9726238949681
375,14.4,-5.367662341571024,1286.6275969153073,-406.64348486059725,-2.025756449905503e-152,-33.05622217105845,-0.22801095707255498,-27.324510927318705,60.36828099085567,0.2060679116036528,0.0009933334028212261,0.005155933855297872,0.0038835619389984166,0,0.0,-3858.942855158962,23.598512615868092
376,11.9,-5.1535859494676615,1082.0048963043437,-343.3577739311663,-1.3647053471840955e-154,-18.588938887118754,-0.2031999048634902,-12.712208294682792,60.44315982560365,0.2060679116036528,0.0009919390534905653,0.005148696433401409,0.0038781105548258486,0,0.0,-1789.6722926070715,5.107291754591093
377,10.2,-4.639915204219159,930.2298697973056,-295.64833681216817,-9.191084347714226e-157,-8.940196084220085,-0.2116707506875476,-5.210456523932785,60.47583253271935,0.2060679116036528,0.0009907703990843786,0.005142630489378095,0.0038735415533618692,0,0.0,-732.3557252196064,0.8579986784996841
378,8.9,-4.288524509304047,810.813134888244,-258.2245083464217,-6.18994607585491e-159,-4.176749032348229,-0.2015861509518763,-2.103798917745515,60.489755159230405,0.2060679116036528,0.000989762601657566,0.005137399479470015,0.00386960144250093,0,0.0,-295.5004021318769,0.13987423516849534
379,8.0,-3.8832355539122236,720.7146781810083,-229.68510382280647,-4.168783151089772e-161,-1.3519180103943413,-0.20313191467228886,-0.5768346673020638,60.49456639164356,0.2060679116036528,0.000988872593678081,0.005132779860055347,0.0038661218443068945,0,0.0,-80.99528400071185,0.010515501113512777
380,7.2,-3.6626722153737084,644.0523131507483,-205.6707125214969,-2.80747769705673e-163,-0.06261367249154286,-0.18487948544714874,0.01042465204890786,60.49561312308446,0.2060679116036528,0.0009880734792233994,0.005128632026851057,0.00386299760578608,0,0.0,1.46356951179977,3.4343928215382117e-06
381,6.1,-3.8236307462721473,555.6437842898705,-178.87691475601238,-1.890854972781615e-165,-1.423741127115393e-10,-0.12361056688110543,0.021743902873862984,60.49549884366674,0.2060679116036528,0.0009873753127927771,0.00512500816810831,0.0038602680362685845,0,0.0,3.052727562526451,1.4941764185669208e-05
382,4.9,-3.9365657487434467,459.9541804396866,-149.74321950761632,-1.2734011273926463e-167,-2.839144745364446e-19,-0.07142359909114276,0.010541222843333859,60.49543235459368,0.2060679116036528,0.0009867986269349398,0.005122014858782508,0.003858013410337457,0,0.0,1.4799348082152817,3.5116311735587075e-06
383,3.7000000000000006,-3.973142915231956,363.11665218130037,-120.09164991773491,-8.575752527754253e-170,-5.66166329891098e-28,-0.026986846824467475,0.003203699718629521,60.495403947166814,0.2060679116036528,0.0009863482324400197,0.005119677069458195,0.0038562525363821077,0,0.0,0.44978408901904643,3.243624146092859e-07
384,2.3,-4.17367991261775,255.3631585470924,-87.44393235757919,-5.77545088285852e-172,-1.1301457409393402e-36,0.03897099390310369,-0.001978135428530163,60.495405336185,0.2060679116036528,0.0009860342471259783,0.00511804731704462,0.0038550249712850796,0,0.0,-0.2777210602250814,1.2366276720371147e-07
385,0.9,-4.256092452265258,145.02239421617784,-53.74594314675043,-3.8894921986607045e-174,-2.2536732846551192e-45,0.09012252680440888,-0.002846391399107128,60.4954164077754,0.2060679116036528,0.0009858668700158918,0.0051171785399491895,0.0038543705894105293,0,0.0,-0.3996202670349809,2.5604491204274513e-07
386,0.0,-3.838415245569824,62.4065656248112,-27.47647258819355,-2.6196724776387247e-176,-4.5260717415541756e-54,0.0812682647617005,-0.0013280996595349207,60.495424073102235,0.2060679116036528,0.0009858198054414607,0.005116934249530681,0.003854186584534205,0,0.0,-0.18645902560880417,5.574273082489964e-08
387,0.0,-2.8936742513475795,36.05771571614235,-17.339978840119638,-1.7645553749028994e-178,-9.136552093806009e-63,0.010502045503497912,-0.00010582468347074374,60.495425618084276,0.2060679116036528,0.0009858198054414607,0.005116934249530681,0.003854186584534205,0,0.0,-0.01485729014993816,3.5391654513176353e-10
388,0.0,-2.5038503299466455,23.279604767255908,-12.572256355676386,-1.1883443395146214e-180,-1.821960002305189e-71,0.004166366015170048,-3.0332649868129484e-05,60.495425866551045,0.2060679116036528,0.0009858198054414607,0.005116934249530681,0.003854186584534205,0,0.0,-0.0042585619712082285,2.9076867237666295e-11
389,0.0,-2.2298942064017897,15.23609194718057,-9.509185123340691,-8.002935409913948e-183,-3.633250504038994e-80,0.0019205804813917607,-1.0555247007517157e-05,60.49542594661696,0.2060679116036528,0.0009858198054414607,0.005116934249530681,0.003854186584534205,0,0.0,-0.0014819072354270058,3.5209812398079035e-12
390,0.0,-1.9980866520742229,10.123716481315874,-7.437346413562756,-5.389597362109252e-185,-7.245224488132558e-89,0.0007427045546055151,-3.187271383438598e-06,60.49542597354895,0.2060679116036528,0.0009858198054414607,0.005116934249530681,0.003854186584534205,0,0.0,-0.0004474779712324914,3.210443242030858e-13
391,0.0,-1.795040992722092,6.8389370302942325,-5.9889291990322935,-3.6296381562283936e-187,-1.4448020532875532e-97,9.870044347708032e-05,-3.406688737056328e-07,60.4954259801132,0.2060679116036528,0.0009858198054414607,0.005116934249530681,0.003854186584534205,0,0.0,-4.78283139503091e-05,3.667683223368845e-15
392,0.5,-1.1313410854642625,31.737275047214446,-12.193593910980388,-2.4443891185209494e-189,6.510459795480459,-0.06250603800547887,0.1700836380198371,60.495162299216396,0.2060679116036528,0.000985793660397321,0.005116798542709743,0.0038540843671940584,0,0.0,23.878021746981226,0.0009142228934874802
393,2.1,0.4175037958908355,134.30354633047278,-40.3257306786514,-1.6461801164643813e-191,22.986067538378705,-0.23707116697687425,2.587376488830999,60.490293632089575,0.2060679116036528,0.0009856577285197766,0.005116092983259658,0.0038535529244131867,0,0.0,363.0408224000911,0.21156718170523245
394,4.8,2.4968147988249694,339.75313170083786,-98.89813870883074,-1.1086242183414693e-193,39.51393549933568,-0.4769526876025559,11.737458106993989,60.46114647295604,0.2060679116036528,0.0009852971679163115,0.005114221480079545,0.003852143267361141,0,0.0,1643.4298017178687,4.354008674469813
395,8.3,4.462821767942824,629.1821388492062,-183.49933361081517,-7.466058210768266e-196,50.69661650628242,-0.7156387071824587,28.508559143175052,60.37471093133152,0.2060679116036528,0.0009846133506452614,0.005110672101181553,0.003849469797688685,0,0.0,3975.903134674127,25.68784640418879
396,12.3,6.0706974426704035,970.6430804253682,-284.8509202811935,-5.0280360364102244e-198,57.11262642745552,-0.9318501446239152,48.49201907797269,60.208988506774084,0.2060679116036528,0.0009835399526941868,0.0051051005893201435,0.003845273213323001,0,0.0,6730.15041509934,74.33385742015099
397,16.6,7.343605864362674,1339.1179457338803,-395.22153504480116,-3.3861437548098604e-200,60.44428212098553,-1.1292773921919181,70.23871225613387,59.95405262642838,0.2060679116036528,0.0009820380079315536,0.005097304689344914,0.0038394011712693716,0,0.0,9694.978221561947,155.93319281846422
398,20.9,8.18009522235279,1709.4449420756468,-507.10637046777805,-2.280407189846628e-202,59.886297923027925,-1.2899050539923829,88.60467991170067,59.61401238619046,0.2060679116036528,0.000980095941996291,0.005087224324105607,0.00383180842010668,0,0.0,12166.939115932697,247.5168737214429
399,24.2,7.705212889935718,2010.5709568127218,-600.5875915055267,-1.5357460663379884e-204,46.24824595507722,-1.2991815748259363,80.27966939547822,59.25991026125216,0.2060679116036528,0.0009777704339371982,0.005075153688306399,0.0038227165537086747,0,0.0,11033.772413252707,202.65646414557344
400,25.6,5.625699902707021,2157.8660809436733,-650.3163826962467,-1.0342521242582265e-206,20.36325260525867,-1.124596984575902,38.31346882985069,59.027768192539575,0.2060679116036528,0.0009752153651654836,0.005061891509117334,0.0038127271908168477,0,0.0,5312.868462788092,46.078871673459
401,25.6,3.414614656512472,2161.8810628817077,-656.3385315722094,-6.965197437121345e-209,1.205713064336131,-0.9414381691848577,2.8275112019323894,58.96078944485649,0.2060679116036528,0.0009726023518261274,0.0050483285665016255,0.003802511286346106,0,0.0,395.1756709640338,0.25083653895234137
402,24.9,1.9567810413561904,2087.930203558464,-636.7910568276128,-4.6907300647679405e-211,-5.658367881919828,-0.8341286766429268,-7.3110201136164665,58.987086904576856,0.2060679116036528,0.0009700387439965731,0.005035022065016258,0.0037924885389331035,0,0.0,-1024.1724644761262,1.6773481173862208
403,23.3,0.5400860846645783,1959.7957940641516,-600.5214924422186,-3.159065560297009e-213,-14.280901136618805,-0.6964554938273816,-18.14975277713886,59.05893213191475,0.2060679116036528,0.0009676044680983126,0.005022386865715267,0.003782971430980571,0,0.0,-2549.202792347409,10.342871559488895
404,21.6,-0.23082261948966512,1822.1262484692265,-559.9248750198582,-2.1274807977851723e-215,-15.350506528042413,-0.6234668816470094,-18.061847697508078,59.1381273601343,0.2060679116036528,0.0009653478199948424,0.005010673650068708,0.0037741487812443806,0,0.0,-2537.3945881683962,10.248968267365358
405,20.2,-0.5028095918061822,1702.6355335931423,-523.8283405594323,-1.4327573956771852e-217,-12.301937166036153,-0.5978159960081227,-13.37393856995548,59.20024409610492,0.2060679116036528,0.0009632564165079648,0.004999818142731037,0.0037659721761310744,0,0.0,-1877.190973407639,5.621797595418107
406,18.7,-1.0027476815861058,1580.0218728052412,-487.26705649015156,-9.64894140057456e-220,-13.278532689262443,-0.5360845316732772,-13.320276665074157,59.25880896590441,0.2060679116036528,0.0009613182347244656,0.004989757938325463,0.0037583946105484815,0,0.0,-1869.956350516808,5.579204033659229
407,17.0,-1.6168502382561187,1445.133279172052,-447.18451946088857,-6.498104314981921e-222,-15.428117564901896,-0.4572065760823934,-14.106574214607718,59.320203043803524,0.2060679116036528,0.0009595463430554926,0.0049805608689245644,0.0037514671770945093,0,0.0,-1981.044231037721,6.26018426892265
408,15.3,-2.0518993010907964,1308.576496215664,-406.20131774782953,-4.376165004574726e-224,-15.585621826459004,-0.3943373968889427,-12.88961307703929,59.377965832413146,0.2060679116036528,0.0009579488219672596,0.004972268876487806,0.0037452214673686624,0,0.0,-1809.9537099859208,5.228898377989135
409,14.2,-1.8309477609525484,1208.7991797095517,-375.08904264888605,-2.9471395377742288e-226,-8.26499874837205,-0.4069990131661761,-6.224283258380151,59.41161265074093,0.2060679116036528,0.0009564944262652655,0.004964719781674711,0.0037395353243511566,0,0.0,-872.7908139618654,1.2196008009334036
410,13.9,-1.1908355616856983,1162.729108095202,-359.5580858686422,-1.9848721218866558e-228,-0.6893513553241084,-0.4653460470901102,-0.35197452464684137,59.418493329991804,0.2060679116036528,0.0009551131536400351,0.004957550234902606,0.0037341350652040366,0,0.0,-49.29101291363872,0.003900171133255003
411,14.0,-0.6699836360176423,1150.6177620822016,-354.71057337426475,-1.3367172174090472e-230,4.794581900918056,-0.5128928259952527,5.048658527394895,59.40618174806176,0.2060679116036528,0.0009537456533841356,0.004950452174124125,0.0037287886508679253,0,0.0,706.1379928514181,0.8023677742340604
412,14.2,-0.31850553093871936,1160.373507700798,-356.9447925102872,-9.002156358664503e-233,7.079029259852971,-0.5408989466343759,7.437946588100244,59.378335044929166,0.2060679116036528,0.000952367422345557,0.004943298414820303,0.0037234002831865727,0,0.0,1039.6756524141463,1.7411562338279845
413,14.5,-0.0466319114592996,1182.2275495314311,-363.065444031072,-6.062525270896191e-235,8.68188007210753,-0.5663787127575715,9.252433803789739,59.34184669098796,0.2060679116036528,0.0009509688384307965,0.004936039013158072,0.003717932343374589,0,0.0,1292.6394718580143,2.6935549633762275
414,14.900000000000002,0.21015943617254274,1213.8042891478935,-372.2037246473217,-4.0828231810125444e-237,10.09302263489757,-0.5938659180591388,11.00958653993396,59.29778728190518,0.2060679116036528,0.0009495403955562895,0.004928624627458254,0.0037123476662020366,0,0.0,1537.3230248602122,3.8125333182719006
415,15.900000000000002,1.0138784635337226,1284.1653847698626,-392.063652393928,-2.7495877349059254e-239,17.937181898093446,-0.6949564432527371,20.5239951689563,59.226733706785396,0.2060679116036528,0.0009480485270540731,0.0049208810286862975,0.0037065150185565,0,0.0,2859.1405833540225,13.2423770919428
416,17.4,1.9874231734422723,1402.9872580428885,-426.43496876191506,-1.8517169068463443e-241,24.885364528513378,-0.8137284290533348,30.824661302031632,59.113207064464014,0.2060679116036528,0.0009464408304868668,0.0049125362200486715,0.0037002295265151294,0,0.0,4282.718396305491,29.84501868808072
417,18.7,2.249248029163677,1523.7911870726448,-462.9577936126555,-1.2470434965836453e-243,22.333667876144343,-0.8491333424442691,30.080263034865922,58.98347527408278,0.2060679116036528,0.0009447041005700485,0.004903521659025957,0.0036934395623559463,0,0.0,4178.504855532952,28.393492698668076
418,19.1,1.423907232939095,1580.463452667331,-482.14638843372836,-8.398246387565152e-246,9.918929099301256,-0.7634117719475532,13.996724653958985,58.89662843130098,0.2060679116036528,0.0009428924036236416,0.0048941179788567525,0.0036863565051607665,0,0.0,1951.061889247071,6.143660808469024
419,18.8,0.35527688480516045,1564.1260025080237,-479.446032314615,-5.655820553130186e-248,-0.23900980953183767,-0.6553534991863852,0.06302105142385979,58.87413534221779,0.2060679116036528,0.0009410828767661771,0.004884725562614659,0.00367928193220139,0,0.0,8.811937713409081,0.00012452966785226328
420,17.6,-0.8860544732797208,1472.6753825273795,-454.05699650046046,-3.8089485199113564e-250,-9.470929196889795,-0.5287183990797459,-8.732407949468085,58.906070527574414,0.2060679116036528,0.0009393514935610066,0.004875738753896982,0.003672512871684222,0,0.0,-1223.493698682295,2.3915144113796383
421,16.6,-1.1074490339149714,1387.7638406804342,-428.4672863630187,-2.565146142488349e-252,-7.462175177686142,-0.505592550645318,-6.434470902658376,58.93586392461789,0.2060679116036528,0.0009377305491697219,0.004867325181937313,0.0036661755856075154,0,0.0,-901.1170119998977,1.2987546705202206
422,16.2,-0.7361596496065663,1341.5517123747027,-413.4747212498518,-1.7275042437370553e-254,-1.1106412589458718,-0.542819744355996,-0.7422064915116876,58.94385305351645,0.2060679116036528,0.0009361812059291042,0.004859283258404801,0.003660118233239601,0,0.0,-103.81149650451576,0.017281315602109867
423,16.4,-0.10342591504901717,1337.901510438735,-410.9822866207612,-1.1633921602745862e-256,6.8037102391113855,-0.6131960088778372,8.246572042708548,58.923279009921956,0.2060679116036528,0.0009346463745865935,0.004851316659417445,0.003654117616963508,0,0.0,1151.0693888269361,2.133082277978178
424,17.2,0.8140786886772357,1389.8529702329433,-424.94440985960534,-7.83489431933564e-259,15.512646220510085,-0.7175970119156916,19.23000551510642,58.859656181160005,0.2060679116036528,0.0009330697201606873,0.004843132976165128,0.00364795348807988,0,0.0,2677.218658933958,11.593470366143862
425,19.1,2.429447266102192,1528.6622997001134,-464.060764275361,-5.276429658995613e-261,30.376745964254678,-0.9161978487459828,40.759918416440854,58.723420556336556,0.2060679116036528,0.000931372337072069,0.004834322646312975,0.003641317355296934,0,0.0,5645.742085406579,52.033099640155015
426,22.6,4.981057221846136,1799.0569231780614,-541.5476264761833,-3.5534250765349566e-263,51.88883253448802,-1.2374306913166337,80.95490154168081,58.45200577652781,0.2060679116036528,0.0009294300567160096,0.0048242411681145726,0.0036337237658291546,0,0.0,11106.080450844647,204.84169523417455
427,27.4,7.681398314891995,2197.1955087186207,-657.9331634873777,-2.3930632246789083e-265,69.46407828299725,-1.5856415172835927,132.31740812652203,57.9844279160542,0.2060679116036528,0.0009271118366625437,0.004812208360978773,0.003624660392806267,0,0.0,17926.090990022203,545.3107444915801
428,31.600000000000005,8.158068502412922,2581.625498215456,-774.9304667266584,-1.6116145617160228e-267,59.59326962615669,-1.6755934680565612,132.85019083991628,57.4172267660903,0.2060679116036528,0.0009243911674643706,0.0047980866266365205,0.0036140235942081107,0,0.0,17984.376958471883,547.3700185761317
429,33.4,5.930999808807769,2784.925839426351,-842.1744016845057,-1.0853520648591236e-269,28.083831280660725,-1.4747199614379325,68.07330639956307,57.01877473018503,0.2060679116036528,0.0009214122467850928,0.00478262442840689,0.0036023771289463154,0,0.0,9347.429333645003,143.28593525725822
430,33.5,3.4065883301932742,2813.126016347176,-856.3008599225241,-7.309331296711609e-272,4.171052139014892,-1.2573113303529415,11.096562066607211,56.877179628592565,0.2060679116036528,0.0009183662333093511,0.00476681398252974,0.003590468355953814,0,0.0,1542.8772652232183,3.80330749940683
431,32.8,1.676681328179594,2739.4122167414066,-837.4142478195599,-4.922487894471595e-274,-5.575935532605451,-1.1231101487753048,-9.179556286327061,56.900273798328115,0.2060679116036528,0.0009153673424207115,0.004751248128188019,0.0035787438146454753,0,0.0,-1282.1436844120542,2.6031779290212462
432,31.9,0.9465839569205777,2651.3186107799975,-811.9500915765412,-3.315062088117503e-276,-6.6203778101833946,-1.0699068702796417,-10.69451953057227,56.947563247130105,0.2060679116036528,0.0009124596452346893,0.004736155618140751,0.0035673758065932976,0,0.0,-1494.3768405138799,3.534585302035985
433,31.3,0.8384376191304942,2586.875271454673,-792.3991828860683,-2.2325370592411898e-278,-2.8876052285404596,-1.0748680893631621,-4.083161270052888,56.97152404902307,0.2060679116036528,0.0009096371400794209,0.004721505300487615,0.0035563408675058825,0,0.0,-569.7433572875934,0.515332714961131
434,31.1,0.9959835357447305,2553.0354486792357,-781.6680974354243,-1.5035078041979154e-280,2.137086869695953,-1.106571348331674,5.576912377433908,56.96061097519052,0.2060679116036528,0.0009068674421946562,0.004707129080929864,0.0035455123850877466,0,0.0,776.4931748652292,0.9612723054991732
435,30.6,0.5871302927439409,2510.654758091769,-769.5427613282359,-1.0125411839982446e-282,-0.8270730852417939,-1.0638056367236124,-0.5800685323614491,56.95460273708066,0.2060679116036528,0.0009041453486725903,0.0046929999535816405,0.0035348700179160955,0,0.0,-80.87442388696529,0.01039914556998578
436,29.2,-0.5814319137021863,2408.001326889711,-740.5586279199564,-6.81915930698508e-285,-10.065957392490347,-0.9338003296055286,-15.161033242870069,57.0090718182738,0.2060679116036528,0.0009015226289390613,0.004679386629567112,0.0035246161650758865,0,0.0,-2120.822618336731,7.106824670396727
437,26.7,-2.180833159662038,2230.228491682765,-689.444915345573,-4.592544013166988e-287,-22.100185880087206,-0.7445153027295004,-31.99604171368213,57.13471509688205,0.2060679116036528,0.0008990846786143246,0.004666732358019267,0.003515084691490657,0,0.0,-4493.240189273778,31.682761353690438
438,23.0,-4.117657088785336,1966.8280156224737,-612.7730342116752,-3.0930082422612866e-289,-35.78691318855418,-0.5023446218552413,-46.30621000797581,57.32849119857295,0.2060679116036528,0.0008969281736276867,0.004655538938933443,0.0035066535638716917,0,0.0,-6525.102958920539,66.45756681009418
439,18.2,-6.180198830948802,1621.0717545645393,-511.0887613377803,-2.083071631902599e-291,-48.89451906110304,-0.22894596858851624,-51.9321254877406,57.5594940129337,0.2060679116036528,0.0008951483142329527,0.0046463005127565776,0.0034996949795912014,0,0.0,-7329.290558060575,83.73257880677018
440,12.9,-7.739345525977268,1231.5945341642885,-394.8762856711618,-1.4029434017968628e-293,-51.5793988694093,0.002279761010779702,-41.47066591593375,57.77359853680436,0.2060679116036528,0.0008938094512172096,0.004639351094634856,0.00349446052614918,0,0.0,-5841.139425483512,53.48156392975485
441,7.7,-8.49216875495029,849.1859701162965,-279.10083738949834,-9.451779676325344e-296,-22.38245630960213,0.15422765731974708,-12.346384422781796,57.88333283129806,0.2060679116036528,0.0008929248187542143,0.004634759377037825,0.0034910019442133122,0,0.0,-1728.0541146660662,4.744166310504034
442,3.8000000000000003,-8.141022259694127,538.0240611717305,-182.82165676593056,-6.367004763463444e-298,-0.0021395612343337225,0.1887716200121679,-0.021185323065876237,57.89905494593482,0.2060679116036528,0.0008924317317530958,0.004632199990677261,0.0034890741585325733,0,0.0,-2.957110633039516,1.3970173462810772e-05
443,1.3,-7.3302461293195424,306.9791587521581,-110.13016659133284,-4.288672927158163e-300,-4.3186729558781966e-12,0.1763468032744631,-0.011473277060079749,57.899111408848746,0.2060679116036528,0.0008922132326516931,0.00463106586299055,0.003488219908799802,0,0.0,-1.6014709072472255,4.097384902664613e-06
444,0.2,-6.082185955865957,166.64845606336007,-64.34205766140818,-2.888900041583137e-302,-8.74578725761601e-21,0.1063766671490105,-0.004044618908243902,57.899135987592665,0.2060679116036528,0.0008921489885705786,0.004630732401705668,0.0034879687384802363,0,0.0,-0.5645578816590622,5.091984773937264e-07
445,0.0,-4.892818390654734,98.26030860281594,-40.76874862309824,-1.9459256737650022e-304,-1.7669105761151463e-29,0.037077911457624936,-0.0008865433604825218,57.89914298434048,0.2060679116036528,0.0008921404233921172,0.004630687943829309,0.0034879352518372023,0,0.0,-0.12374582253756938,2.4464247784026047e-08
446,0.0,-4.165433131834727,62.583247846401825,-28.23926032207583,-1.3104974356661263e-306,-3.525019868540791e-38,0.013172444990935572,-0.00021714573818425252,57.89914475240818,0.2060679116036528,0.0008921404233921172,0.004630687943829309,0.0034879352518372023,0,0.0,-0.03030971211210989,1.4676906566191379e-09
447,0.0,-3.685538583264955,40.29954819309755,-20.358002064990067,0.0,-7.029397021844161e-47,0.007494692160652242,-8.892636436957817e-05,57.899145362075544,0.2060679116036528,0.0008921404233921172,0.004630687943829309,0.0034879352518372023,0,0.0,-0.012412550440985595,2.4614611503356734e-10
448,0.0,-3.2879997460901804,26.0350604306379,-15.117219961610937,0.0,-1.401762949811863e-55,0.004121702486518167,-3.6257902150478204e-05,57.899145614212365,0.2060679116036528,0.0008921404233921172,0.004630687943829309,0.0034879352518372023,0,0.0,-0.005060962936899783,4.0920153797670256e-11
449,0.0,-2.9430088961095437,16.98275895833285,-11.59052438850113,0.0,-2.795317096699929e-64,0.0019814906375561696,-1.3342390866359704e-05,57.89914571338303,0.2060679116036528,0.0008921404233921172,0.004630687943829309,0.0034879352518372023,0,0.0,-0.0018623621699783454,5.5411413760616055e-12
450,0.0,-2.6406301645613595,11.236923769532009,-9.171298214334291,0.0,-5.574264658765342e-73,0.00069594519231119,-3.7024735274802045e-06,57.89914574677765,0.2060679116036528,0.0008921404233921172,0.004630687943829309,0.0034879352518372023,0,0.0,-0.0005167999264495587,4.2669331281542447e-13
451,0.0,-2.373768747652011,7.557531494020417,-7.463460460468334,0.0,-1.1115886109180065e-81,-2.531185033506471e-05,1.9784367644850138e-07,57.89914575313628,0.2060679116036528,0.0008921404233921172,0.004630687943829309,0.0034879352518372023,0,0.0,2.7615483700315948e-05,1.218361761345658e-15
452,0.0,-2.1367491937165277,5.166193232657042,-6.215735269757167,0.0,-2.2166676962128793e-90,-0.0003998434433974455,2.4605593809006538e-06,57.89914574654441,0.2060679116036528,0.0008921404233921172,0.004630687943829309,0.0034879352518372023,0,0.0,0.0003434506407370396,1.8845150637003677e-13
453,0.0,-1.9251382543520446,3.5838882524434155,-5.271449497948293,0.0,-4.420354461328815e-99,-0.0005733053124439586,2.9898213058498394e-06,57.89914573452679,0.2060679116036528,0.0008921404233921172,0.004630687943829309,0.0034879352518372023,0,0.0,0.0004173262596368434,2.7824180200547815e-13
