time,"Trace Velocity, Target, Actual (kmph)(1)",EngSpd,MotSpd, GenSpd ,EngTrq, MotTrq,GenTrq,Battery Current,Battery SOC,L/100km,TP HC Mass (g/km),TP CO Mass (g/km),TP NOx Mass (g/km),TP CO2 Mass (g/km),fuel(g/s),Battery power,<BattPwrLoss>
75,36.4,3.8649586521539363,3004.421831407002,-914.0361424988814,0.0,15.77220359349645,-1.4376201048299118,40.12058925085435,73.75587473655284,0.0,0.0,0.0,0.0,0,0.0,5763.037765915015,50.223371966663265
76,37.4,3.839393505491275,3072.2331468864036,-934.9102349556603,0.0,17.695595162366274,-1.4826816008703911,46.00426957262481,73.57148122752903,0.0,0.0,0.0,0.0,0,0.0,6595.968712997618,66.045812097833
77,38.5,3.969573253789626,3154.01894801571,-959.7379490237696,0.0,19.892694900379777,-1.5388296583885819,53.085128861752175,73.35812491897113,0.0,0.0,0.0,0.0,0,0.0,7594.4265543450865,87.95989343681168
78,39.3,3.698699361428899,3224.8264570244255,-982.0649411580514,0.0,16.740977455591988,-1.5424315619951248,45.92202817705804,73.14910016581811,0.0,0.0,0.0,0.0,0,0.0,6575.646963091402,65.83686726053865
79,39.5,2.8910443559895986,3252.068118439626,-992.1792389673533,0.0,8.968349750882272,-1.483308053890062,25.355483739029474,73.00455034001988,0.0,0.0,0.0,0.0,0,0.0,3645.336343300828,20.07389957628134
80,39.0,1.6948755133752618,3217.6988727073663,-984.2194504540843,0.0,-1.2029931254965462,-1.378295933561812,-1.2506169180867566,72.96220872961405,0.0,0.0,0.0,0.0,0,0.0,-180.81374592732,0.04883760805153022
81,38.5,1.1616488019594182,3164.1688346413453,-968.9381915349888,0.0,-0.7227994172248837,-1.3495915135806436,-0.2799017153193214,72.9662858545689,0.0,0.0,0.0,0.0,0,0.0,-40.4602287436211,0.002446330828671852
82,37.3,0.1600043479021194,3069.7027765419803,-942.1059868147348,0.0,-7.142745373679355,-1.2454320121602165,-13.01364528997735,73.01320554841517,0.0,0.0,0.0,0.0,0,0.0,-1886.6034497592732,5.287887773167027
83,37.0,0.5923908009836649,3029.50332527693,-928.8265950057644,0.0,1.8481531540240816,-1.311938694700223,5.733234003137975,73.00801739596031,0.0,0.0,0.0,0.0,0,0.0,827.7852601520588,1.0263271581503752
84,36.7,0.548901339095072,2999.940797346871,-919.8449860339847,0.0,2.6282003425085803,-1.3088847329871347,7.590106571964611,72.97877804953103,0.0,0.0,0.0,0.0,0,0.0,1095.3422262934432,1.798848352153661
85,35.9,-0.12406536629299746,2941.353283267484,-903.3158640354526,0.0,-2.9283592034775223,-1.2322885115664508,-4.514995642346532,72.98341887162084,0.0,0.0,0.0,0.0,0,0.0,-653.283733861418,0.6365192181402557
86,35.3,-0.24060650509458803,2888.6681252868584,-887.3930595384188,0.0,-1.005943019656646,-1.225729433894003,-0.8710929409064001,72.98999514606608,0.0,0.0,0.0,0.0,0,0.0,-125.94382897975872,0.02369316438020275
87,34.6,-0.5108078372366438,2831.377836586214,-870.3894258723956,0.0,-1.9183585931425875,-1.192233864543358,-2.5253529167926936,72.999629537269,0.0,0.0,0.0,0.0,0,0.0,-365.26115753847387,0.19912884635697659
88,34.2,-0.3977130719479776,2792.6095030139654,-858.2415451432537,0.0,1.2592397812707259,-1.2049213958259624,3.881284688982537,72.99098115083845,0.0,0.0,0.0,0.0,0,0.0,560.5876154095348,0.47037546586941253
89,31.9,-2.375641298260746,2638.2368634221134,-815.1327278235826,0.0,-17.554641917079262,-0.9572337195046455,-28.50102974454165,73.08789706214402,0.0,0.0,0.0,0.0,0,0.0,-4146.552523539395,25.361441209407513
90,27.3,-5.369514022859068,2324.2938368497807,-725.233881296667,0.0,-40.91216315962103,-0.5871668847513231,-60.88037134807896,73.33226984768227,0.0,0.0,0.0,0.0,0,0.0,-8925.483120054343,115.69229222462856
91,22.0,-7.310225657295633,1943.53371658445,-612.538577089486,0.0,-49.5571589931634,-0.3258153715849837,-61.20867936563283,73.6075245366143,0.0,0.0,0.0,0.0,0,0.0,-8981.700498077522,116.91219881822242
92,17.0,-8.202167097867896,1564.3951060452882,-498.0685733477753,0.0,-48.35341588835177,-0.16394224298770674,-47.7456771521186,73.83620959001091,0.0,0.0,0.0,0.0,0,0.0,-6990.928401952124,71.1222522549053
93,14.2,-6.963869030020716,1310.4931980381791,-417.4325272814203,0.0,-28.421017164134867,-0.2439686528753562,-23.124494728961587,73.96004558272955,0.0,0.0,0.0,0.0,0,0.0,-3369.394578208479,16.681291362993726
94,12.0,-6.402621740026297,1113.3976302621493,-355.70238655240627,0.0,-16.771664454612274,-0.2293509915270609,-11.422110959949086,74.02678969125998,0.0,0.0,0.0,0.0,0,0.0,-1660.3912158927812,4.0695816259293585
95,9.1,-7.018835184026996,889.4350322788675,-288.27549397146566,0.0,-12.533197789402536,-0.08126738802148845,-6.856435800715582,74.06965421250577,0.0,0.0,0.0,0.0,0,0.0,-995.795229744672,1.4663436501361788
96,5.8,-7.62212306658902,643.707312690729,-214.13771326332025,0.0,-1.0694021133180054,0.05818483240001691,-0.443790629139141,74.08565774332394,0.0,0.0,0.0,0.0,0,0.0,-64.3670452268457,0.0061431120974267586
97,3.6,-7.072189942842089,448.73384241944603,-153.0922241717134,0.0,-2.641164475674912e-09,0.0633748412081394,-0.005450563386839384,74.08578028772719,0.0,0.0,0.0,0.0,0,0.0,-0.7904700644397289,9.26648276802741e-07
98,2.2,-6.333750290533499,307.32527198176393,-108.07736352632458,0.0,-5.3647061693138176e-18,0.05173362301489462,-0.0031432309756254514,74.08579289607486,0.0,0.0,0.0,0.0,0,0.0,-0.45584807292039675,3.0816599860768995e-07
99,0.0,-6.807954732793594,135.8738798576708,-56.466214997765356,0.0,-1.087104434278062e-26,0.18511983214090297,-0.006037693203250358,74.0858187976618,0.0,0.0,0.0,0.0,0,0.0,-0.875618965306229,1.1370359586168643e-06
100,0.0,-4.970747508206462,78.02216430770201,-34.72417378779561,0.0,-2.2231485349475028e-35,0.0231977493655767,-0.00045376378056351333,74.085825459322,0.0,0.0,0.0,0.0,0,0.0,-0.06580720253558617,6.422317460297046e-09
101,0.0,-4.259534851547414,50.17601608068222,-24.633909594299784,0.0,-4.4549953184452443e-44,0.01016840281441285,-0.0001406127295320954,74.08582654930088,0.0,0.0,0.0,0.0,0,0.0,-0.02039239392869649,6.167105688401964e-10
102,0.0,-3.783489852215605,32.336295707352875,-18.12537164453176,0.0,-8.883901922703582e-53,0.0055185327544916216,-5.605429412468348e-05,74.0858269407492,0.0,0.0,0.0,0.0,0,0.0,-0.008129286949912294,9.800537383097271e-11
103,0.0,-3.3830741318334243,20.97644689021755,-13.770131356455,0.0,-1.7715779194075594e-61,0.0027933241513419197,-2.152062017019849e-05,74.08582709620623,0.0,0.0,0.0,0.0,0,0.0,-0.003121032887554228,1.44458026810434e-11
104,0.0,-3.0335807758921973,13.77523840914783,-10.80199836230953,0.0,-3.532781374490119e-70,0.0011308399569290748,-6.824333087295053e-06,74.08582715227355,0.0,0.0,0.0,0.0,0,0.0,-0.0009897004717979202,1.4526217602926582e-12
105,0.0,-2.7256733778934388,9.188336891153355,-8.726606382870223,0.0,-7.044874573802509e-79,0.00017171160059026132,-8.369590913886116e-07,74.08582716667476,0.0,0.0,0.0,0.0,0,0.0,-0.00012138018411186622,2.184945335270098e-14
106,0.0,-2.452636838548715,6.2307720179777535,-7.227002879497191,0.0,-1.404849394841825e-87,-0.0003425938060617629,2.359037644546579e-06,74.085827162926,0.0,0.0,0.0,0.0,0,0.0,0.00034211997500139515,1.7358086808448847e-13
107,0.0,-2.209203288802186,4.291588386487925,-6.104200106588508,0.0,-2.801471909133197e-96,-0.0005924491179117085,3.4437154671859462e-06,74.08582714994067,0.0,0.0,0.0,0.0,0,0.0,0.0004994256246680025,3.699019628963215e-13
108,0.0,-1.9912641261407769,2.9964172056989944,-5.234358301035826,0.0,-5.586538234261078e-105,-0.0006930078534362717,3.452134399441679e-06,74.08582713498473,0.0,0.0,0.0,0.0,0,0.0,0.0005006465822330304,3.7171278975465856e-13
109,0.0,-1.795586456930159,2.1156481780960363,-4.539978467047062,0.0,-1.1140361372574814e-113,-0.0007130541069246103,3.0793138844925648e-06,74.0858271209606,0.0,0.0,0.0,0.0,0,0.0,0.0004465782016563993,2.9576040613490833e-13
110,0.0,-1.6195636655322108,1.5069176603704468,-3.9717047992447547,0.0,-2.2215484134777885e-122,-0.0006918363637504275,2.6127460326582116e-06,74.0858271087916,0.0,0.0,0.0,0.0,0,0.0,0.00037891409207002283,2.1292492719830092e-13
111,0.0,-1.4610319511557264,1.0804018001557611,-3.4972715628993907,0.0,-4.4300873089945583e-131,-0.0006510381096043505,2.164356228722966e-06,74.08582709860018,0.0,0.0,0.0,0.0,0,0.0,0.00031388625803498117,1.4611324907858737e-13
112,0.0,-1.3181476039187232,0.7782272066048638,-3.0949159063497786,0.0,-8.834231766568171e-140,-0.0006023356260617899,1.771675957285527e-06,74.08582709021209,0.0,0.0,0.0,0.0,0,0.0,0.0002569377117045362,9.79040587973959e-14
113,0.0,-1.1893080211223053,0.5622841274844548,-2.749465160915355,0.0,-1.7616729753155765e-148,-0.0005518550397010504,1.441766295041402e-06,74.08582708336769,0.0,0.0,0.0,0.0,0,0.0,0.000209092487347405,6.483684156674598e-14
114,0.0,-1.0731008106332518,0.4069506946934094,-2.4499927804782056,0.0,-3.513029490240385e-157,-0.0005026970708268062,1.1701277810010955e-06,74.08582707780621,0.0,0.0,0.0,0.0,0,0.0,0.00016969804960564636,4.2706963553862864e-14
115,0.0,-0.9682699609764779,0.2946783657992823,-2.188389696375634,0.0,-7.005486473497061e-166,-0.00045633393891782463,9.486851788924234e-07,74.08582707329526,0.0,0.0,0.0,0.0,0,0.0,0.0001375832854908083,2.8072193256610767e-14
116,0.0,-0.8736921883702641,0.21325676081499573,-1.9584733261743847,0.0,-1.396994840683566e-174,-0.0004133719273961963,7.690157466842217e-07,74.0858270696384,0.0,0.0,0.0,0.0,0,0.0,0.00011152668491132636,1.8446015910754854e-14
117,0.0,-0.7883594037135965,0.15407908091995615,-1.7554170385721704,0.0,-2.7858087975470547e-183,-0.0003739644786804813,6.235287848089351e-07,74.08582706667389,0.0,0.0,0.0,0.0,0,0.0,9.042740492398718e-05,1.212676964423859e-14
118,0.0,-0.7113649761789347,0.11101571325708316,-1.575374568083349,0.0,-5.555303735189994e-192,-0.00033803486396795097,5.057853591535786e-07,74.08582706426976,0.0,0.0,0.0,0.0,0,0.0,7.335163763415015e-05,7.979296829006398e-15
119,0.0,-0.6418924715034041,0.07966610309180691,-1.4152259262929225,0.0,-1.107807528549332e-200,-0.0003053956439503396,4.1047743954653984e-07,74.08582706231907,0.0,0.0,0.0,0.0,0,0.0,5.9529584750161756e-05,5.255459562538323e-15
120,0.0,-0.5792061049536052,0.056851646863416136,-1.2724010258817462,0.0,-2.209127671159832e-209,-0.000275812318298689,3.332896713224123e-07,74.08582706073562,0.0,0.0,0.0,0.0,0,0.0,4.833541097296995e-05,3.464781274915565e-15
121,0.0,-0.5226424604500987,0.04026585655789364,-1.144754333053832,0.0,-4.405318560955002e-218,-0.00024903682200848836,2.707363665554877e-07,74.0858270594496,0.0,0.0,0.0,0.0,0,0.0,3.926360361247167e-05,2.2862583560229523e-15
122,0.0,-0.47160320002355444,0.02822945387917592,-1.0304738809718184,0.0,-8.784839317732019e-227,-0.00022482474340948958,2.2000920298687437e-07,74.08582705840475,0.0,0.0,0.0,0.0,0,0.0,3.190688508955873e-05,1.5097804903003181e-15
123,0.0,-0.4255485844398306,0.019516874043395076,-0.9280139647324235,0.0,-1.7518234100564223e-235,-0.00020294376986301755,1.788467354202667e-07,74.08582705755566,0.0,0.0,0.0,0.0,0,0.0,2.5937288796412212e-05,9.976866198579901e-16
124,0.0,-0.383991681017539,0.013232199657190937,-0.8360445011620297,0.0,-3.493388039354609e-244,-0.0001831774262055631,1.4542694885742807e-07,74.0858270568653,0.0,0.0,0.0,0.0,0,0.0,2.109057659036929e-05,6.596626551288496e-16
