time,Trace Velocity,EngSpd,MotSpd,GenSpd,EngTrq,MotTrq,GenTrq,Battery Current,Battery SOC,Battery power,<BattPwrLoss>
1200,94.2,1955.757867279533,7696.994199137834,1874.3634253208927,108.06251406510816,7.076622045828145,-47.94063993280876,-9.639939042339408,77.19158298574801,-1410.3099887734527,2.889806290466244
1201,95.0,2145.332751848764,7762.470573934089,2265.0078544119265,104.36573523647056,11.45571949436279,-45.55131536594311,10.543770990165749,77.18794356451518,1535.9125301379563,3.457113400134719
1202,95.8,2186.2544727186328,7840.001688589905,2329.866579965,101.941504813663,12.632093758239552,-45.89358314422125,16.658491954660775,77.14534182834225,2423.206533551418,8.630005772824566
1203,96.4,2085.500593564217,7903.002306585903,2092.223032268048,105.07722295182928,9.373177671256416,-48.5301200267686,-1.1093018816058946,77.12614784822831,-161.9678555401761,0.0382690197954368
1204,96.8,1961.210368360312,7942.502954900762,1810.8007344579096,108.12749119139283,5.6449431860240935,-50.4506257067906,-18.589138517789834,77.16175878484998,-2724.532033860264,10.74611048407272
1205,97.0,1816.0832186706248,7962.109809039557,1490.339037737994,107.66802369922304,2.868956559885578,-50.95256486697322,-26.86825094641657,77.2321022345986,-3945.584037259701,22.448214622708367
1206,97.1,1712.4081369944518,7967.091686221755,1264.1804805999996,107.161223632783,1.1600006850985518,-50.26474435614507,-30.004650971360824,77.31600401247958,-4410.019065825021,27.99269251289792
1207,97.2,1690.9342814321117,7967.498148834019,1217.5293499021698,106.98711130537228,0.9855693801395092,-49.22681271935431,-28.661914499727565,77.40029301122496,-4212.362848837547,25.541255521586223
1208,97.3,1706.5603316279364,7969.5271856435,1250.7628932375933,107.04062805983835,1.3445171074466251,-48.93253765442082,-27.060301125474552,77.4799879305021,-3976.426553835597,22.7647756904695
1209,97.4,1728.1132080846226,7974.281227225915,1296.00117209137,107.14573056378951,1.7273973223055576,-48.97700078266583,-25.992599304403967,77.55580944656197,-3819.395536694437,21.00223246646458
1210,97.4,1690.295445376172,7976.252031341188,1213.457307350916,107.01474630961312,0.962201607716964,-49.83069755815271,-29.20732776427558,77.63649097670047,-4295.560166211151,26.5164596737302
1211,97.4,1671.2516900099624,7974.94473418553,1172.597367436594,106.89523713275337,0.6986865685805805,-49.44066344675367,-29.274572061065992,77.72047834487384,-4306.419588323444,26.636517985348675
1212,97.4,1668.6958773902145,7973.233200761928,1167.5852939955923,106.86905945356722,0.7113570877738563,-49.26242767005043,-28.86442017048388,77.80374511590465,-4246.603731590653,25.89326225259574
1213,97.3,1617.5235812758822,7967.66242309087,1058.4222994294273,106.64825842691933,-0.0795138948277986,-50.04292717122467,-31.061060695084628,77.89226653175861,-4572.916666582144,29.981695183322287
1214,97.3,1644.6766035408332,7962.259892195365,1118.912741116366,106.70763272060816,0.4378496008900305,-48.71625972893397,-28.63939538997718,77.97738670998103,-4215.13405541487,25.48679777220378
1215,97.3,1669.276607620881,7961.076037960298,1172.5760581849302,106.85226245627383,0.8618979325173732,-49.01117142400216,-27.79333276327065,78.05787315260187,-4090.704882530166,24.001299606720103
1216,97.3,1678.7440760502257,7961.462665552722,1192.9701324380776,106.91476473024215,1.0010614663538098,-49.21875970337239,-27.705740035515284,78.13725574471377,-4078.548934664351,23.84840838014528
1217,97.2,1625.9724048663784,7957.34008586163,1079.8969423589813,106.69625853463532,-0.0093393978667391,-50.02908187373818,-31.3917005086723,78.22357279903149,-4625.7521003471975,30.61350261381433
1218,97.1,1583.429301771169,7950.983186008283,989.6721767749234,106.45484664007954,-0.0518760321547088,-50.00413132573585,-28.6471364771742,78.30975762033779,-4219.79587849684,25.492314699909866
1219,97.0,1535.5945819422902,7944.514651675088,888.016240967654,106.1825982728866,-0.047043887858808,-50.086467507773314,-25.790927060425897,78.3878002425894,-3797.524262254556,20.660826418295454
1220,96.9,1482.3642737110124,7937.83013007365,774.7361875679713,105.81206158972336,-0.042764032683831,-50.09606262178275,-22.556284225994336,78.45708948147919,-3319.5581527744207,15.802272628631302
1221,96.7,1345.8458945665511,7931.483174253252,480.8950565531181,104.50016349573988,-0.0391210781487011,-51.61735693680291,-14.912957483560794,78.51268267640692,-2191.476248205722,6.906983897863792
1222,96.4,1084.6960439535983,7923.965627005201,-82.62144947043103,101.32015862243784,-0.0367641805478367,-53.00318114844698,2.2397722104373345,78.53419949092054,327.96315805598795,0.1557971371785545
1223,96.1,805.7055266051472,7907.837340734441,-682.1484646032493,89.9272482703811,-0.1106981147011888,-48.03751894427592,27.540267804664644,78.48896121698996,4010.5298900782177,23.55630945049073
